filename,width,height,list_of_class_name_and_box
car/train/images/00363.jpg,424,360,"[['car', (14, 60, 402, 300)]]"
car/train/images/00364.jpg,300,225,"[['car', (15, 47, 286, 184)]]"
car/train/images/00365.jpg,666,500,"[['car', (17, 82, 630, 496)]]"
car/train/images/00366.jpg,538,355,"[['car', (67, 55, 508, 338)]]"
car/train/images/00367.jpg,630,420,"[['car', (30, 118, 618, 334)]]"
car/train/images/00368.jpg,320,240,"[['car', (14, 76, 292, 195)]]"
car/train/images/00369.jpg,640,426,"[['car', (40, 52, 603, 357)]]"
car/train/images/00370.jpg,616,386,"[['car', (57, 148, 568, 363)]]"
car/train/images/00371.jpg,433,280,"[['car', (5, 56, 430, 245)]]"
car/train/images/00372.jpg,800,532,"[['car', (2, 190, 371, 490)]]"
car/train/images/00373.jpg,1024,768,"[['car', (243, 318, 805, 629)]]"
car/train/images/00374.jpg,750,563,"[['car', (9, 184, 740, 499)]]"
car/train/images/00375.jpg,824,457,"[['car', (122, 48, 697, 401)]]"
car/train/images/00376.jpg,1024,768,"[['car', (74, 187, 917, 734)]]"
car/train/images/00377.jpg,640,480,"[['car', (20, 48, 624, 453)]]"
car/train/images/00378.jpg,300,242,"[['car', (16, 25, 290, 215)]]"
car/train/images/00379.jpg,1024,682,"[['car', (119, 194, 942, 586)]]"
car/train/images/00380.jpg,624,423,"[['car', (137, 76, 600, 370)]]"
car/train/images/00381.jpg,500,373,"[['car', (66, 88, 455, 322)]]"
car/train/images/00382.jpg,500,375,"[['car', (4, 55, 494, 365)]]"
car/train/images/00383.jpg,640,480,"[['car', (80, 1, 549, 431)]]"
car/train/images/00384.jpg,569,355,"[['car', (51, 87, 489, 290)]]"
car/train/images/00385.jpg,677,451,"[['car', (217, 199, 631, 358)]]"
car/train/images/00386.jpg,1280,1024,"[['car', (65, 321, 1232, 828)]]"
car/train/images/00387.jpg,1023,680,"[['car', (47, 150, 1007, 635)]]"
car/train/images/00388.jpg,256,192,"[['car', (18, 53, 244, 175)]]"
car/train/images/00389.jpg,424,360,"[['car', (5, 96, 409, 262)]]"
car/train/images/00390.jpg,800,504,"[['car', (14, 21, 782, 487)]]"
car/train/images/00391.jpg,1920,1200,"[['car', (433, 262, 1339, 985)]]"
car/train/images/00392.jpg,1024,768,"[['car', (62, 220, 992, 667)]]"
car/train/images/00393.jpg,1024,768,"[['car', (110, 266, 986, 700)]]"
car/train/images/00394.jpg,720,480,"[['car', (229, 126, 624, 345)]]"
car/train/images/00395.jpg,259,194,"[['car', (58, 45, 205, 165)]]"
car/train/images/00396.jpg,500,375,"[['car', (21, 99, 442, 295)]]"
car/train/images/00397.jpg,300,225,"[['car', (30, 29, 282, 164)]]"
car/train/images/00398.jpg,434,326,"[['car', (29, 93, 408, 242)]]"
car/train/images/00399.jpg,750,469,"[['car', (121, 108, 655, 387)]]"
car/train/images/00400.jpg,275,183,"[['car', (32, 51, 260, 153)]]"
